"activity_id","student_id","date","type","note"
1011582,1582,"2010-05-26T04:09:20-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aderamus nos quidem adolescentes, sed multi amplissimi viri, quorum nemo censuit plus Fadiae dandum, quam posset ad eam lege Voconia pervenire. Nam, ut saepe iam dixi, in infirma aetate inbecillaque mente vis naturae quasi per caliginem cernitur; Cur fortior sit, si illud, quod tute concedis, asperum et vix ferendum putabit? Nam et a te perfici istam disputationem volo, nec tua mihi oratio longa videri potest. Dicet pro me ipsa virtus nec dubitabit isti vestro beato M. Duo Reges: constructio interrete. Quid, cum fictas fabulas, e quibus utilitas nulla elici potest, cum voluptate legimus? Nam adhuc, meo fortasse vitio, quid ego quaeram non perspicis. Deinde prima illa, quae in congressu solemus: Quid tu, inquit, huc? At quanta conantur! Mundum hunc omnem oppidum esse nostrum! Incendi igitur eos, qui audiunt, vides. Quae si potest singula consolando levare, universa quo modo sustinebit? Inde sermone vario sex illa a Dipylo stadia confecimus. </p>"
1021582,1582,"2010-05-04T15:26:00-07:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Ita redarguitur ipse a sese, convincunturque scripta eius probitate ipsius ac moribus. Sed ille, ut dixi, vitiose. Quid tibi, Torquate, quid huic Triario litterae, quid historiae cognitioque rerum, quid poetarum evolutio, quid tanta tot versuum memoria voluptatis affert? Nemo enim est, qui aliter dixerit quin omnium naturarum simile esset id, ad quod omnia referrentur, quod est ultimum rerum appetendarum. An vero displicuit ea, quae tributa est animi virtutibus tanta praestantia? Duo Reges: constructio interrete. </p>"
1031582,1582,"2010-04-22T08:28:31-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aut pertinacissimus fueris, si in eo perstiteris ad corpus ea, quae dixi, referri, aut deserueris totam Epicuri voluptatem, si negaveris. Sed residamus, inquit, si placet. Quae in controversiam veniunt, de iis, si placet, disseramus. Qui igitur convenit ab alia voluptate dicere naturam proficisci, in alia summum bonum ponere? Est tamen ea secundum naturam multoque nos ad se expetendam magis hortatur quam superiora omnia. Quid, si non sensus modo ei sit datus, verum etiam animus hominis? Quis enim est, qui non videat haec esse in natura rerum tria? Duo Reges: constructio interrete. </p>"
1041582,1582,"2011-01-28T21:10:33-08:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Bonum negas esse divitias, praeposìtum esse dicis? Hoc est non modo cor non habere, sed ne palatum quidem. Pudebit te, inquam, illius tabulae, quam Cleanthes sane commode verbis depingere solebat. Duo Reges: constructio interrete. Quod dicit Epicurus etiam de voluptate, quae minime sint voluptates, eas obscurari saepe et obrui. Cuius similitudine perspecta in formarum specie ac dignitate transitum est ad honestatem dictorum atque factorum. Esse tantam vim virtutis tantamque, ut ita dicam, auctoritatem honestatis, ut reliqua non illa quidem nulla, sed ita parva sint, ut nulla esse videantur. </p>"
1051582,1582,"2010-10-27T04:05:36-07:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Quod dicit Epicurus etiam de voluptate, quae minime sint voluptates, eas obscurari saepe et obrui. Non autem hoc: igitur ne illud quidem. De hominibus dici non necesse est. Dic in quovis conventu te omnia facere, ne doleas. Neutrum vero, inquit ille. Pudebit te, inquam, illius tabulae, quam Cleanthes sane commode verbis depingere solebat. Duo Reges: constructio interrete. In motu et in statu corporis nihil inest, quod animadvertendum esse ipsa natura iudicet? Iam contemni non poteris. </p>"
1068109,8109,"2010-09-03T06:12:29-07:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam constitui virtus nullo modo potesti nisi ea, quae sunt prima naturae, ut ad summam pertinentia tenebit. Qui igitur convenit ab alia voluptate dicere naturam proficisci, in alia summum bonum ponere? Duo Reges: constructio interrete. Quod autem principium officii quaerunt, melius quam Pyrrho; An eum locum libenter invisit, ubi Demosthenes et Aeschines inter se decertare soliti sunt? Graecis hoc modicum est: Leonidas, Epaminondas, tres aliqui aut quattuor; Licet hic rursus ea commemores, quae optimis verbis ab Epicuro de laude amicitiae dicta sunt. Ergo id est convenienter naturae vivere, a natura discedere. </p>"
1078109,8109,"2010-05-10T18:09:45-07:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sin dicit obscurari quaedam nec apparere, quia valde parva sint, nos quoque concedimus; Multoque hoc melius nos veriusque quam Stoici. Solum praeterea formosum, solum liberum, solum civem, stultost; Quem enim ardorem studii censetis fuisse in Archimede, qui dum in pulvere quaedam describit attentius, ne patriam quidem captam esse senserit? Duo Reges: constructio interrete. Res enim se praeclare habebat, et quidem in utraque parte. Peccata paria. Nos grave certamen belli clademque tenemus, Graecia quam Troiae divino numine vexit, Omniaque e latis rerum vestigia terris. </p>"
1088109,8109,"2011-01-05T10:26:48-08:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Tu autem, si tibi illa probabantur, cur non propriis verbis ea tenebas? Nam haec ipsa mihi erunt in promptu, quae modo audivi, nec ante aggrediar, quam te ab istis, quos dicis, instructum videro. Idem etiam dolorem saepe perpetiuntur, ne, si id non faciant, incidant in maiorem. Eiuro, inquit adridens, iniquum, hac quidem de re; Duo Reges: constructio interrete. Quid, si non modo utilitatem tibi nullam afferet, sed iacturae rei familiaris erunt faciendae, labores suscipiendi, adeundum vitae periculum? Ita enim vivunt quidam, ut eorum vita refellatur oratio. Ipse Epicurus fortasse redderet, ut Sextus Peducaeus, Sex. Consequens enim est et post oritur, ut dixi. Sed hoc sane concedamus. Perturbationes autem nulla naturae vi commoventur, omniaque ea sunt opiniones ac iudicia levitatis. </p>"
1098109,8109,"2010-01-10T12:57:44-08:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Innumerabilia dici possunt in hanc sententiam, sed non necesse est. Id et fieri posse et saepe esse factum et ad voluptates percipiendas maxime pertinere. Nam haec ipsa mihi erunt in promptu, quae modo audivi, nec ante aggrediar, quam te ab istis, quos dicis, instructum videro. Nam si beatus umquam fuisset, beatam vitam usque ad illum a Cyro extructum rogum pertulisset. Amicitiae vero locus ubi esse potest aut quis amicus esse cuiquam, quem non ipsum amet propter ipsum? Duo Reges: constructio interrete. Aliam vero vim voluptatis esse, aliam nihil dolendi, nisi valde pertinax fueris, concedas necesse est. Atqui, inquam, Cato, si istud optinueris, traducas me ad te totum licebit. </p>"
1108109,8109,"2010-02-23T21:59:36-08:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Itaque eos id agere, ut a se dolores, morbos, debilitates repellant. Cupiditates non Epicuri divisione finiebat, sed sua satietate. Item de contrariis, a quibus ad genera formasque generum venerunt. Idem fecisset Epicurus, si sententiam hanc, quae nunc Hieronymi est, coniunxisset cum Aristippi vetere sententia. Huic mori optimum esse propter desperationem sapientiae, illi propter spem vivere. Duo Reges: constructio interrete. Hoc loco tenere se Triarius non potuit. Nam neque virtute retinetur ille in vita, nec iis, qui sine virtute sunt, mors est oppetenda. </p>"
1113662,3662,"2011-01-27T22:11:54-08:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam bonum ex quo appellatum sit, nescio, praepositum ex eo credo, quod praeponatur aliis. Atque adhuc ea dixi, causa cur Zenoni non fuisset, quam ob rem a superiorum auctoritate discederet. Commoda autem et incommoda in eo genere sunt, quae praeposita et reiecta diximus; Pungunt quasi aculeis interrogatiunculis angustis, quibus etiam qui assentiuntur nihil commutantur animo et idem abeunt, qui venerant. Quare attendo te studiose et, quaecumque rebus iis, de quibus hic sermo est, nomina inponis, memoriae mando; Duo Reges: constructio interrete. Hoc unum Aristo tenuit: praeter vitia atque virtutes negavit rem esse ullam aut fugiendam aut expetendam. </p>"
1123662,3662,"2011-02-16T18:30:14-08:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. His singulis copiose responderi solet, sed quae perspicua sunt longa esse non debent. Sic enim maiores nostri labores non fugiendos tristissimo tamen verbo aerumnas etiam in deo nominaverunt. Dempta enim aeternitate nihilo beatior Iuppiter quam Epicurus; Quae si potest singula consolando levare, universa quo modo sustinebit? Egone quaeris, inquit, quid sentiam? Duo Reges: constructio interrete. Eam stabilem appellas. In contemplatione et cognitione posita rerum, quae quia deorum erat vitae simillima, sapiente visa est dignissima. Itaque primos congressus copulationesque et consuetudinum instituendarum voluntates fieri propter voluptatem; Non potes ergo ista tueri, Torquate, mihi crede, si te ipse et tuas cogitationes et studia perspexeris; Dicam, inquam, et quidem discendi causa magis, quam quo te aut Epicurum reprehensum velim. </p>"
1133662,3662,"2010-03-06T02:51:08-08:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Summae mihi videtur inscitiae. Quae enim dici Latine posse non arbitrabar, ea dicta sunt a te verbis aptis nec minus plane quam dicuntur a Graecis. Quae rursus dum sibi evelli ex ordine nolunt, horridiores evadunt, asperiores, duriores et oratione et moribus. Quae adhuc, Cato, a te dicta sunt, eadem, inquam, dicere posses, si sequerere Pyrrhonem aut Aristonem. Sin est etiam corpus, ista explanatio naturae nempe hoc effecerit, ut ea, quae ante explanationem tenebamus, relinquamus. Duo Reges: constructio interrete. Inquit, an parum disserui non verbis Stoicos a Peripateticis, sed universa re et tota sententia dissidere? Quamquam tu hanc copiosiorem etiam soles dicere. Cuius ad naturam apta ratio vera illa et summa lex a philosophis dicitur. Deque his rebus satis multa in nostris de re publica libris sunt dicta a Laelio. Et certamen honestum et disputatio splendida! omnis est enim de virtutis dignitate contentio. Sed erat aequius Triarium aliquid de dissensione nostra iudicare. Claudii libidini, qui tum erat summo ne imperio, dederetur. Et tamen ego a philosopho, si afferat eloquentiam, non asperner, si non habeat, non admodum flagitem. </p>"
1143662,3662,"2010-08-09T19:02:17-07:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Neque solum ea communia, verum etiam paria esse dixerunt. Sed nimis multa. Nam aliquando posse recte fieri dicunt nulla expectata nec quaesita voluptate. Quid de Platone aut de Democrito loquar? Animi enim quoque dolores percipiet omnibus partibus maiores quam corporis. </p>"
1153662,3662,"2011-04-21T20:13:28-07:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Qua igitur re ab deo vincitur, si aeternitate non vincitur? Quia dolori non voluptas contraria est, sed doloris privatio. Nemo enim est, qui aliter dixerit quin omnium naturarum simile esset id, ad quod omnia referrentur, quod est ultimum rerum appetendarum. Haec quo modo conveniant, non sane intellego. Nam si beatus umquam fuisset, beatam vitam usque ad illum a Cyro extructum rogum pertulisset. Fieri, inquam, Triari, nullo pacto potest, ut non dicas, quid non probes eius, a quo dissentias. Itaque haec cum illis est dissensio, cum Peripateticis nulla sane. Quasi vero, inquit, perpetua oratio rhetorum solum, non etiam philosophorum sit. Duo Reges: constructio interrete. Quid, cum volumus nomina eorum, qui quid gesserint, nota nobis esse, parentes, patriam, multa praeterea minime necessaria? Dici enim nihil potest verius. Hoc etsi multimodis reprehendi potest, tamen accipio, quod dant. Te ipsum, dignissimum maioribus tuis, voluptasne induxit, ut adolescentulus eriperes P. </p>"
11610159,10159,"2010-08-16T17:54:56-07:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nec enim absolvi beata vita sapientis neque ad exitum perduci poterit, si prima quaeque bene ab eo consulta atque facta ipsius oblivione obruentur. Quae cum essent dicta, discessimus. Iis igitur est difficilius satis facere, qui se Latina scripta dicunt contemnere. Nec vero alia sunt quaerenda contra Carneadeam illam sententiam. Qui non moveatur et offensione turpitudinis et comprobatione honestatis? Duo Reges: constructio interrete. Atqui eorum nihil est eius generis, ut sit in fine atque extrerno bonorum. Quid, quod homines infima fortuna, nulla spe rerum gerendarum, opifices denique delectantur historia? </p>"
11710159,10159,"2011-10-05T02:23:15-07:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Hoc dictum in una re latissime patet, ut in omnibus factis re, non teste moveamur. Restat locus huic disputationi vel maxime necessarius de amicitia, quam, si voluptas summum sit bonum, affirmatis nullam omnino fore. Sed tu istuc dixti bene Latine, parum plane. Quem ad modum quis ambulet, sedeat, qui ductus oris, qui vultus in quoque sit? Nec lapathi suavitatem acupenseri Galloni Laelius anteponebat, sed suavitatem ipsam neglegebat; Eiuro, inquit adridens, iniquum, hac quidem de re; Duo Reges: constructio interrete. Num igitur dubium est, quin, si in re ipsa nihil peccatur a superioribus, verbis illi commodius utantur? Quarum ambarum rerum cum medicinam pollicetur, luxuriae licentiam pollicetur. Sed quid attinet de rebus tam apertis plura requirere? Oculorum, inquit Plato, est in nobis sensus acerrimus, quibus sapientiam non cernimus. Habent enim et bene longam et satis litigiosam disputationem. </p>"
11810159,10159,"2010-07-08T16:41:47-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Quae diligentissime contra Aristonem dicuntur a Chryippo. De malis autem et bonis ab iis animalibus, quae nondum depravata sint, ait optime iudicari. Non ego tecum iam ita iocabor, ut isdem his de rebus, cum L. Tria genera bonorum; Duo Reges: constructio interrete. Te enim iudicem aequum puto, modo quae dicat ille bene noris. Idem etiam dolorem saepe perpetiuntur, ne, si id non faciant, incidant in maiorem. Ergo omni animali illud, quod appetiti positum est in eo, quod naturae est accommodatum. </p>"
11910159,10159,"2010-10-16T05:28:32-07:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliud est enim poëtarum more verba fundere, aliud ea, quae dicas, ratione et arte distinguere. Quo minus animus a se ipse dissidens secumque discordans gustare partem ullam liquidae voluptatis et liberae potest. Duo Reges: constructio interrete. Quicquid porro animo cernimus, id omne oritur a sensibus; Isto modo ne improbos quidem, si essent boni viri. </p>"
12010159,10159,"2011-07-28T02:51:57-07:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Tamen aberramus a proposito, et, ne longius, prorsus, inquam, Piso, si ista mala sunt, placet. Atqui iste locus est, Piso, tibi etiam atque etiam confirmandus, inquam; Et hanc quidem primam exigam a te operam, ut audias me quae a te dicta sunt refellentem. Itaque illa non dico me expetere, sed legere, nec optare, sed sumere, contraria autem non fugere, sed quasi secernere. Duo Reges: constructio interrete. Consequatur summas voluptates non modo parvo, sed per me nihilo, si potest; Plane idem, inquit, et maxima quidem, qua fieri nulla maior potest. Conferam tecum, quam cuique verso rem subicias; In motu et in statu corporis nihil inest, quod animadvertendum esse ipsa natura iudicet? Nihil acciderat ei, quod nollet, nisi quod anulum, quo delectabatur, in mari abiecerat. Nobis aliter videtur, recte secusne, postea; Cuius similitudine perspecta in formarum specie ac dignitate transitum est ad honestatem dictorum atque factorum. </p>"
